municipio,ibge_code,date,year,week,rainfall_effect_mean,rainfall_effect_sd,rainfall_effect_q025,rainfall_effect_q975,rainfall_relative_risk,rainfall_relative_risk_q025,rainfall_relative_risk_q975,municipio_norm,regiao_intermediaria_nome,municipality_order
varre-sai,3306156,2017-11-13,2017,46,0.78099085456838,0.19237334976899,0.40393908902116,1.1580426201156,2.1836348584889,1.4977127170321,3.18369547175692,varre sai,Campos dos Goytacazes,0
varre-sai,3306156,2017-11-20,2017,47,0.746893834101425,0.195098663916359,0.364500452825361,1.12928721537749,2.11043446547816,1.43979458315474,3.09345074998063,varre sai,Campos dos Goytacazes,0
varre-sai,3306156,2017-11-27,2017,48,0.602540152462914,0.198136661446725,0.214192296027332,0.990888008898495,1.8267531434261,1.23886085991155,2.69362537392247,varre sai,Campos dos Goytacazes,0
varre-sai,3306156,2018-02-05,2018,6,0.450032414119655,0.184875394740565,0.0876766404281479,0.812388187811163,1.56836302177291,1.09163507430035,2.25328282864231,varre sai,Campos dos Goytacazes,0
varre-sai,3306156,2018-02-12,2018,7,0.421329338660981,0.182270474316459,0.0640792090007207,0.778579468321242,1.52398610331167,1.06617684621954,2.17837561500452,varre sai,Campos dos Goytacazes,0
varre-sai,3306156,2018-02-19,2018,8,0.474273678160481,0.17921199498475,0.12301816799037,0.825529188330592,1.60684668570187,1.1309049670314,2.28308862956776,varre sai,Campos dos Goytacazes,0
varre-sai,3306156,2018-02-26,2018,9,0.530335224986528,0.172383415300265,0.192463730998009,0.868206718975048,1.69950192864892,1.21223253644585,2.38263428727102,varre sai,Campos dos Goytacazes,0
varre-sai,3306156,2018-03-05,2018,10,0.728845598356753,0.15612055785434,0.422849304962248,1.03484189175126,2.07268651334984,1.52630427215526,2.81466117929159,varre sai,Campos dos Goytacazes,0
varre-sai,3306156,2018-03-12,2018,11,0.631157876936374,0.153104624836442,0.331072812256948,0.9312429416158,1.87978588037203,1.39246117685813,2.53766138314824,varre sai,Campos dos Goytacazes,0
varre-sai,3306156,2018-03-19,2018,12,0.636618420918925,0.150493409958097,0.341651337401054,0.931585504436795,1.8900786102263,1.40726954970775,2.53853084050376,varre sai,Campos dos Goytacazes,0
varre-sai,3306156,2018-03-26,2018,13,0.60629779103206,0.154781744975252,0.302925570880567,0.909670011183553,1.83363033440111,1.35381369753096,2.48350286997967,varre sai,Campos dos Goytacazes,0
varre-sai,3306156,2018-04-02,2018,14,0.581263242027315,0.155459899128896,0.276561839734678,0.885964644319951,1.78829605522103,1.31858849135902,2.42532283731904,varre sai,Campos dos Goytacazes,0
varre-sai,3306156,2018-04-09,2018,15,0.647840717019409,0.152954639273394,0.348049624043556,0.947631809995261,1.91140909669816,1.41630253065467,2.57959345257381,varre sai,Campos dos Goytacazes,0
varre-sai,3306156,2018-04-16,2018,16,0.446876327357747,0.156017318330458,0.14108238343005,0.752670271285444,1.56342093493175,1.15151951020417,2.12266053516494,varre sai,Campos dos Goytacazes,0
varre-sai,3306156,2018-04-23,2018,17,0.385923192936205,0.176804396088387,0.0393865766029672,0.732459809269444,1.47097168545968,1.04017251229402,2.08019119314361,varre sai,Campos dos Goytacazes,0
varre-sai,3306156,2018-04-30,2018,18,0.401436314663125,0.174455941335531,0.0595026696454838,0.743369959680766,1.49396896688335,1.06130859429345,2.10301064743226,varre sai,Campos dos Goytacazes,0
varre-sai,3306156,2018-05-07,2018,19,0.390159466355779,0.168377688533784,0.060139196829562,0.720179735881997,1.47721634140785,1.06198436111357,2.05480249919521,varre sai,Campos dos Goytacazes,0
varre-sai,3306156,2018-05-14,2018,20,0.312032601560154,0.187979240235746,-0.056406709301909,0.680471912422217,1.36619923252991,0.945154654519885,1.9748094494794,varre sai,Campos dos Goytacazes,0
varre-sai,3306156,2018-05-21,2018,21,0.314773872016417,0.173839554297755,-0.0259516544071836,0.655499398440017,1.36994949201271,0.974382195554931,1.92610417065044,varre sai,Campos dos Goytacazes,0
varre-sai,3306156,2018-05-28,2018,22,0.359940987069408,0.176462711061578,0.0140740733887154,0.705807900750101,1.43324483208684,1.01417357943002,2.02548241284112,varre sai,Campos dos Goytacazes,0
varre-sai,3306156,2018-06-04,2018,23,0.484165515795704,0.180225517058646,0.130923502360757,0.83740752923065,1.62282022580548,1.1398805798033,2.31036964042126,varre sai,Campos dos Goytacazes,0
varre-sai,3306156,2018-06-11,2018,24,0.650305142332107,0.171828895374763,0.313520507397571,0.987089777266642,1.91612543079855,1.36823352138289,2.68341376612528,varre sai,Campos dos Goytacazes,0
varre-sai,3306156,2018-06-18,2018,25,0.719494675733255,0.188512494231525,0.350010187039465,1.08897916442705,2.05339531794641,1.41908200476401,2.9712393770122,varre sai,Campos dos Goytacazes,0
varre-sai,3306156,2018-06-25,2018,26,0.798904271655321,0.213816639837863,0.37982365757311,1.21798488573753,2.22310367574219,1.46202674935566,3.38036903584461,varre sai,Campos dos Goytacazes,0
varre-sai,3306156,2018-07-02,2018,27,0.817936761338996,0.220915938116472,0.38494152263071,1.25093200004728,2.26582008387227,1.46952838477446,3.49359747363226,varre sai,Campos dos Goytacazes,0
varre-sai,3306156,2018-07-09,2018,28,0.873551285126652,0.221920100043133,0.438587889042111,1.30851468121119,2.39540252378371,1.55051617099887,3.70067294896567,varre sai,Campos dos Goytacazes,0
varre-sai,3306156,2018-07-16,2018,29,0.940611021198757,0.216398246320007,0.516470458411542,1.36475158398597,2.56154609922221,1.67610132790829,3.91475044449074,varre sai,Campos dos Goytacazes,0
varre-sai,3306156,2018-07-23,2018,30,1.0748456287031,0.209569745589707,0.664088927347279,1.48560233005893,2.92954062863955,1.9427197559698,4.41762548019469,varre sai,Campos dos Goytacazes,0
varre-sai,3306156,2018-07-30,2018,31,1.27236501854958,0.213920859083153,0.853080134746596,1.69164990235255,3.5692840110541,2.34686438927696,5.42842969954963,varre sai,Campos dos Goytacazes,0
varre-sai,3306156,2018-08-06,2018,32,1.42497612142281,0.218849926557863,0.996030265369394,1.85392197747622,4.15775856021191,2.70751236105553,6.3848115686076,varre sai,Campos dos Goytacazes,0
varre-sai,3306156,2018-08-13,2018,33,1.52548923101825,0.21448717298146,1.10509437197459,1.94588409006191,4.59739220608069,3.01950941242655,6.99981758942293,varre sai,Campos dos Goytacazes,0
varre-sai,3306156,2018-08-20,2018,34,1.49341044432253,0.203801106088261,1.09396027638953,1.89286061225552,4.45225381980306,2.98607637471252,6.63833123754557,varre sai,Campos dos Goytacazes,0
varre-sai,3306156,2018-08-27,2018,35,1.4284664702323,0.198993878338594,1.03843846868865,1.81849447177594,4.17229594336319,2.82480255095548,6.16257353389769,varre sai,Campos dos Goytacazes,0
varre-sai,3306156,2018-09-03,2018,36,1.60337076997687,0.197074582775407,1.21710458773707,1.98963695221667,4.96975612742908,3.3773946131228,7.3128783560421,varre sai,Campos dos Goytacazes,0
varre-sai,3306156,2018-09-10,2018,37,1.52912611917626,0.194678881609678,1.14755551122129,1.91069672713122,4.61414284899678,3.150482170808,6.75779549816906,varre sai,Campos dos Goytacazes,0
varre-sai,3306156,2018-09-17,2018,38,1.47355778982471,0.194805231272497,1.09173953653062,1.8553760431188,4.36473636428899,2.97945243363268,6.39410225674217,varre sai,Campos dos Goytacazes,0
varre-sai,3306156,2018-09-24,2018,39,1.37909027352399,0.190498506040084,1.00571320168542,1.75246734536255,3.9712871985648,2.73385636866393,5.76881879906228,varre sai,Campos dos Goytacazes,0
varre-sai,3306156,2018-10-01,2018,40,1.22233955021521,0.189322038516307,0.851268354723247,1.59341074570717,3.39512150652374,2.34261623677994,4.92050292450136,varre sai,Campos dos Goytacazes,0
varre-sai,3306156,2018-10-08,2018,41,1.30883018378816,0.19134395179177,0.933796038276291,1.68386432930003,3.70184070502292,2.54414855561642,5.38633035995981,varre sai,Campos dos Goytacazes,0
varre-sai,3306156,2018-10-15,2018,42,1.36829165757239,0.193441328901916,0.989146652924632,1.74743666222014,3.92863350817153,2.68893889488462,5.7398705753001,varre sai,Campos dos Goytacazes,0
varre-sai,3306156,2018-10-22,2018,43,1.34966693004655,0.19131778353837,0.974684074311346,1.72464978578175,3.85614095209417,2.65032977144704,5.61055578917603,varre sai,Campos dos Goytacazes,0
varre-sai,3306156,2018-10-29,2018,44,1.29388922008869,0.190782050999442,0.919956400129788,1.6678220400476,3.64694277268106,2.50918098758595,5.30061069847598,varre sai,Campos dos Goytacazes,0
varre-sai,3306156,2018-11-05,2018,45,1.14025257836126,0.187319729043046,0.773105909436889,1.50739924728563,3.12755821896166,2.16648472024731,4.51497318286095,varre sai,Campos dos Goytacazes,0
varre-sai,3306156,2018-11-12,2018,46,1.08561140890643,0.191958888822611,0.709371986814114,1.46185083099875,2.96124979986562,2.03271428633604,4.3139365114663,varre sai,Campos dos Goytacazes,0
varre-sai,3306156,2018-11-19,2018,47,0.818410550854079,0.190251340690835,0.445517923100042,1.19130317860812,2.26689386002293,1.56129861908495,3.29136765369166,varre sai,Campos dos Goytacazes,0
varre-sai,3306156,2018-11-26,2018,48,0.795031312111047,0.203931022450755,0.395326508107567,1.19473611611453,2.21451033671206,1.48486893352588,3.30268612985233,varre sai,Campos dos Goytacazes,0
varre-sai,3306156,2018-12-03,2018,49,0.716668568507929,0.2079065309507,0.309171767844556,1.1241653691713,2.04760039499567,1.36229634911538,3.07764707753124,varre sai,Campos dos Goytacazes,0
