mae,rmse,wape,accuracy_pct,r2,mean_rhat,mean_ess_bulk,mean_ess_tail
5.770475117133088,27.1913559802382,0.7980043867137734,20.19956132862266,0.7329670240965246,1.0313600353359245,326.3063031849225,595.706772488834
