model,model_label,date,observed_cases,predicted_cases,population,observed_incidence_per_100k,predicted_incidence_per_100k
S11,S11 rainfall space-time,2023-05-08,3785,6011.20332985647,17098585,22.13633467330776,35.156144966711985
S11,S11 rainfall space-time,2023-05-15,3444,5952.864077728209,17098585,20.142017599701965,34.81495151632845
S11,S11 rainfall space-time,2023-05-22,2987,3601.310691434894,17098585,17.469281814840233,21.062039294098863
S11,S11 rainfall space-time,2023-05-29,2666,3882.069272968732,17098585,15.591933484554424,22.704038217014634
S11,S11 rainfall space-time,2023-06-05,2528,3439.4442211463256,17098585,14.784849155646507,20.11537341333406
S11,S11 rainfall space-time,2023-06-12,2661,3089.407945866022,17098585,15.562691298724426,18.068208251536735
S11,S11 rainfall space-time,2023-06-19,2377,2711.730195618916,17098585,13.901735143580595,15.859383660220514
S11,S11 rainfall space-time,2023-06-26,1873,2025.56667433014,16385590,11.430775455751059,12.361878176679264
S11,S11 rainfall space-time,2023-07-03,1575,2411.3153595071176,16385590,9.612104294077906,14.716072839044049
S11,S11 rainfall space-time,2023-07-10,1386,2415.821446398439,16385590,8.458651778788557,14.743573142001226
