model,model_label,date,observed_cases,predicted_cases,population,observed_incidence_per_100k,predicted_incidence_per_100k
S11,S11 rainfall space-time,2018-02-19,712,388.1761980660223,14680781,4.849878218331845,2.644111359375379
S11,S11 rainfall space-time,2018-02-26,838,566.235782426706,17098585,4.9009903451075045,3.311594394663102
S11,S11 rainfall space-time,2018-03-05,1063,557.2664644525706,17098585,6.216888707457372,3.2591379020695026
S11,S11 rainfall space-time,2018-03-12,1131,590.4897692979896,17098585,6.614582434745331,3.453442312904779
S11,S11 rainfall space-time,2018-03-19,1075,820.5012244294064,17098585,6.287069953449365,4.798649855700963
S11,S11 rainfall space-time,2018-03-26,1014,728.1441041448423,17098585,5.930315286323401,4.25850504088404
S11,S11 rainfall space-time,2018-04-02,1330,890.9021664919027,17098585,7.778421430779213,5.210385341780636
S11,S11 rainfall space-time,2018-04-09,1293,901.1855618410523,17098585,7.562029255637236,5.270527133333268
S11,S11 rainfall space-time,2018-04-16,1015,684.6746956244278,17098585,5.9361637234894,4.004276936509236
S11,S11 rainfall space-time,2018-04-23,830,916.6582893668983,17098585,4.854202847779509,5.361018408054809
S11,S11 rainfall space-time,2018-04-30,1004,1339.1264849487513,17098585,5.8718309146634065,7.831797104548425
S11,S11 rainfall space-time,2018-05-07,835,1144.7683412996435,17098585,4.883445033609506,6.69510571371633
S11,S11 rainfall space-time,2018-05-14,765,1182.5325692041133,17098585,4.474054431989547,6.915967427738105
S11,S11 rainfall space-time,2018-05-21,537,608.5137969521046,17098585,3.140610758141682,3.5588547061181064
S11,S11 rainfall space-time,2018-05-28,434,593.0578137269644,17098585,2.5382217300437437,3.4684613593871325
S11,S11 rainfall space-time,2018-06-04,403,527.9833676293578,17098585,2.356920177897762,3.0878775502730647
S11,S11 rainfall space-time,2018-06-11,410,400.07893331864574,17098585,2.3978592380597576,2.3398365029541672
S11,S11 rainfall space-time,2018-06-18,332,363.70950473982026,17098585,1.9416811391118036,2.127132185147603
S11,S11 rainfall space-time,2018-06-25,347,282.181530214552,17098585,2.029407696601795,1.6503209488653714
S11,S11 rainfall space-time,2018-07-02,441,352.6208281821599,17098585,2.579160790205739,2.0622807570460355
S11,S11 rainfall space-time,2018-07-09,337,326.1193436941768,17098585,1.9709233249418008,1.9072884902123586
S11,S11 rainfall space-time,2018-07-16,299,264.7476452276629,16456078,1.8169578437827043,1.608813747890979
S11,S11 rainfall space-time,2018-07-23,285,338.772935131213,17098585,1.6668045923098316,1.981292224656093
S11,S11 rainfall space-time,2018-07-30,194,312.6231376485665,17098585,1.1345968102038853,1.8283567771752252
S11,S11 rainfall space-time,2018-08-06,236,248.0745446194047,17098585,1.3802311711758604,1.450848386690505
S11,S11 rainfall space-time,2018-08-13,168,223.5671267670706,17098585,0.9825374438879007,1.307518293280237
S11,S11 rainfall space-time,2018-08-20,171,199.70329971472356,17098585,1.0000827553858989,1.1679522002243083
S11,S11 rainfall space-time,2018-08-27,158,155.22667991509164,17098585,0.9240530722279067,0.907833483970116
S11,S11 rainfall space-time,2018-09-03,105,157.47330000599192,16678613,0.6295487520455089,0.9441630428500974
S11,S11 rainfall space-time,2018-09-10,127,147.88014173961534,17098585,0.7427515200819249,0.8648677170632267
S11,S11 rainfall space-time,2018-09-17,132,149.00352466793365,17098585,0.7719937059119221,0.871437751532853
S11,S11 rainfall space-time,2018-09-24,118,147.77428358890114,17098585,0.6901155855879302,0.864248612320266
S11,S11 rainfall space-time,2018-10-01,160,141.2708270277815,17098585,0.9357499465599055,0.8262135552607511
S11,S11 rainfall space-time,2018-10-08,127,135.14645935824555,17098585,0.7427515200819249,0.7903955757639919
S11,S11 rainfall space-time,2018-10-15,163,161.88368996791453,17098585,0.9532952580579036,0.946766588977477
S11,S11 rainfall space-time,2018-10-22,147,130.23825606460613,17098585,0.8597202634019132,0.7616902572031904
S11,S11 rainfall space-time,2018-10-29,178,169.40402031856675,17098585,1.0410218155478947,0.9907487685008247
S11,S11 rainfall space-time,2018-11-05,183,168.47577233679607,17098585,1.070264001377892,0.9853199685049733
S11,S11 rainfall space-time,2018-11-12,170,187.72189660735526,17098585,0.9942343182198995,1.0978797169903547
S11,S11 rainfall space-time,2018-11-19,240,253.4934443548447,17098585,1.403624919839858,1.4825404813020768
S11,S11 rainfall space-time,2018-11-26,261,249.74274247451632,17098585,1.5264421003258457,1.4606047370265802
S11,S11 rainfall space-time,2018-12-03,318,265.19754802111584,17098585,1.859803018787812,1.550991196178607
S11,S11 rainfall space-time,2018-12-10,339,267.847996352032,17098585,1.9826201992737995,1.5664921767036981
S11,S11 rainfall space-time,2018-12-17,311,243.61314989293427,17098585,1.8188639586258162,1.4247561999600218
S11,S11 rainfall space-time,2018-12-24,332,343.1930655435979,17098585,1.9416811391118036,2.0071430796384493
S11,S11 rainfall space-time,2018-12-31,448,537.0375226330651,16456078,2.722398374630942,3.2634599971698304
S11,S11 rainfall space-time,2019-01-07,521,641.5648339663603,17098585,3.0470357634856917,3.7521516193671016
S11,S11 rainfall space-time,2019-01-14,549,595.3771883504389,17098585,3.2107920041336753,3.4820260761369375
S11,S11 rainfall space-time,2019-01-21,599,810.4898981951521,17098585,3.5032138624336455,4.740099243271605
S11,S11 rainfall space-time,2019-01-28,584,807.7451085851263,17098585,3.415487304943655,4.724046513703481
S11,S11 rainfall space-time,2019-02-04,582,903.3973304616451,17098585,3.403790430611656,5.283462523136535
S11,S11 rainfall space-time,2019-02-11,549,815.7800894970849,17098585,3.2107920041336753,4.771038594697075
S11,S11 rainfall space-time,2019-02-18,561,838.731119425984,17098585,3.280973250125668,4.905266251131214
S11,S11 rainfall space-time,2019-02-25,627,877.326404509442,17098585,3.6669701030816295,5.1309883508456515
S11,S11 rainfall space-time,2019-03-04,695,970.9408565342712,16036106,4.333969855275339,6.054717127301798
S11,S11 rainfall space-time,2019-03-11,871,951.6020247188037,16036106,5.431493156755137,5.9341215674104655
S11,S11 rainfall space-time,2019-03-18,1577,1149.2750123120072,17098585,9.222985410781067,6.721462695959971
S11,S11 rainfall space-time,2019-03-25,1853,1485.5244421404236,17098585,10.837154068596904,8.68799635841459
S11,S11 rainfall space-time,2019-04-01,2496,2121.8215721222255,17098585,14.597699166334525,12.40934014201892
S11,S11 rainfall space-time,2019-04-08,2475,2169.0901563730013,17098585,14.474881985848537,12.68578748693533
S11,S11 rainfall space-time,2019-04-15,2838,3214.1680567473168,17098585,16.597864677106323,18.797859920849103
S11,S11 rainfall space-time,2019-04-22,3120,3404.9323846372613,17098585,18.247123957918156,19.913533106027554
S11,S11 rainfall space-time,2019-04-29,3504,4202.057197585726,17098585,20.492923829661926,24.57546748801568
S11,S11 rainfall space-time,2019-05-06,3837,4185.766487128993,17098585,22.44045340593973,24.480192291519984
S11,S11 rainfall space-time,2019-05-13,3394,4048.7445251145837,17098585,19.84959574140199,23.67882795631676
S11,S11 rainfall space-time,2019-05-20,3067,3305.6450159858077,17098585,17.937156788120188,19.332857169092108
S11,S11 rainfall space-time,2019-05-27,2459,2728.0555733632577,17098585,14.381306991192547,15.954861606169503
S11,S11 rainfall space-time,2019-06-03,1809,2449.222277515211,17098585,10.57982283329293,14.324122595613678
S11,S11 rainfall space-time,2019-06-10,1522,1604.0640374891298,17098585,8.9013213666511,9.381267733494496
S11,S11 rainfall space-time,2019-06-17,1273,1718.7238717561788,17098585,7.445060512317247,10.051848569669238
S11,S11 rainfall space-time,2019-06-24,1066,1646.7870987833332,17098585,6.23443401895537,9.631130873012786
S11,S11 rainfall space-time,2019-07-01,1046,1532.1446367557182,17098585,6.117465275635382,8.960651637288807
S11,S11 rainfall space-time,2019-07-08,612,1224.5632478198472,17098585,3.579243545591638,7.161781210666539
S11,S11 rainfall space-time,2019-07-15,515,1080.9570497664674,17098585,3.0119451404896957,6.3219093847032815
S11,S11 rainfall space-time,2019-07-22,362,744.53887547027,17098585,2.117134254091786,4.3543888308317324
S11,S11 rainfall space-time,2019-07-29,344,558.1187612640246,17098585,2.0118623851037967,3.2641225064180728
S11,S11 rainfall space-time,2019-08-05,311,398.17054215690814,17098585,1.8188639586258162,2.328675397156596
S11,S11 rainfall space-time,2019-08-12,303,351.68853601442703,17098585,1.7720764612978208,2.0568283048826963
S11,S11 rainfall space-time,2019-08-19,206,261.2675181704574,17098585,1.204778056195878,1.5280066635365288
S11,S11 rainfall space-time,2019-08-26,192,251.8586989415823,17098585,1.1228999358718865,1.4729797754702059
S11,S11 rainfall space-time,2019-09-02,229,251.51104578718164,17098585,1.3392921110138647,1.470946547841132
S11,S11 rainfall space-time,2019-09-09,184,255.38959308954858,17098585,1.0761124385438912,1.4936299880343817
S11,S11 rainfall space-time,2019-09-16,179,171.1828448475609,17098585,1.0468702527138942,1.0011521119879854
S11,S11 rainfall space-time,2019-09-23,189,164.1336525957572,17098585,1.1053546243738883,0.9599253540322618
S11,S11 rainfall space-time,2019-09-30,171,197.75047018083112,17098585,1.0000827553858989,1.1565311993994305
S11,S11 rainfall space-time,2019-10-07,173,162.78045624176286,17098585,1.0117796297178978,0.9520112701826663
S11,S11 rainfall space-time,2019-10-14,183,209.72860259429223,17098585,1.070264001377892,1.2265845541855787
S11,S11 rainfall space-time,2019-10-21,174,205.16449011233462,17098585,1.0176280668838973,1.199891629116296
S11,S11 rainfall space-time,2019-10-28,182,193.99743208633842,17098585,1.0644155642118924,1.1345817919221879
S11,S11 rainfall space-time,2019-11-04,186,204.75692040550356,17098585,1.08780931287589,1.1975079832951299
S11,S11 rainfall space-time,2019-11-11,196,180.27109697359782,17098585,1.1462936845358842,1.054304183495873
S11,S11 rainfall space-time,2019-11-18,158,178.80918216282774,17098585,0.9240530722279067,1.0457542665830404
S11,S11 rainfall space-time,2019-11-25,202,207.66722449661393,17098585,1.1813843075318806,1.2145287139059397
S11,S11 rainfall space-time,2019-12-02,197,226.49350133170557,17098585,1.1521421217018835,1.3246330110456834
S11,S11 rainfall space-time,2019-12-09,260,282.03237071898405,17098585,1.5205936631598465,1.6494485989278298
S11,S11 rainfall space-time,2019-12-16,248,205.5206740130757,17098585,1.4504124171678534,1.2019747482793208
S11,S11 rainfall space-time,2019-12-23,193,326.62909760643385,17098585,1.1287483730378858,1.9102697539383162
S11,S11 rainfall space-time,2019-12-30,249,214.05157091794808,17098585,1.4562608543338527,1.2518671627970857
S11,S11 rainfall space-time,2020-01-06,396,325.31498185782704,17098585,2.315981117735766,1.902584230553739
S11,S11 rainfall space-time,2020-01-13,448,308.28541613204663,17098585,2.620099850367735,1.8029878854422552
S11,S11 rainfall space-time,2020-01-20,415,330.19373635698594,17098585,2.4271014238897544,1.931117319690407
S11,S11 rainfall space-time,2020-01-27,423,374.275387956901,17098585,2.4738889212177497,2.1889260892459874
S11,S11 rainfall space-time,2020-02-03,395,493.7061247704687,17098585,2.3101326805697666,2.8874092491891505
S11,S11 rainfall space-time,2020-02-10,450,493.32813554802334,17098585,2.631796724699734,2.885198602972254
S11,S11 rainfall space-time,2020-02-17,458,392.929480196471,17098585,2.6785842220277294,2.2980233755978694
S11,S11 rainfall space-time,2020-02-24,396,410.8594293972559,17098585,2.315981117735766,2.4028855568882213
S11,S11 rainfall space-time,2020-03-02,416,362.7692724932874,17098585,2.432949861055754,2.121633295932309
S11,S11 rainfall space-time,2020-03-09,397,412.06875823202716,17098585,2.321829554901765,2.4099582405914126
S11,S11 rainfall space-time,2020-03-16,242,309.99567036671175,17098585,1.415321794171857,1.8129901998715785
S11,S11 rainfall space-time,2020-03-23,189,314.6481113138767,17098585,1.1053546243738883,1.8401997084195956
S11,S11 rainfall space-time,2020-03-30,198,250.39110653315208,17098585,1.157990558867883,1.4643966534842041
S11,S11 rainfall space-time,2020-04-06,184,247.3676312745238,17098585,1.0761124385438912,1.4467140484111627
S11,S11 rainfall space-time,2020-04-13,197,213.50321551987048,17098585,1.1521421217018835,1.2486601407067923
S11,S11 rainfall space-time,2020-04-20,163,185.74650039703664,17098585,0.9532952580579036,1.086326736376353
S11,S11 rainfall space-time,2020-04-27,157,209.67480706153464,17098585,0.9182046350619072,1.2262699343924344
S11,S11 rainfall space-time,2020-05-04,134,162.74383584910453,17098585,0.7836905802439207,0.9517970981172099
S11,S11 rainfall space-time,2020-05-11,127,192.9384046514898,17098585,0.7427515200819249,1.1283881365124062
S11,S11 rainfall space-time,2020-05-18,151,148.17922974495133,17098585,0.8831140120659107,0.8666169144695385
S11,S11 rainfall space-time,2020-05-25,98,107.58043665732154,17098585,0.5731468422679421,0.6291774240811245
S11,S11 rainfall space-time,2020-06-01,76,96.60640492279401,17098585,0.4444812246159551,0.5649964890240567
S11,S11 rainfall space-time,2020-06-08,88,86.84095551159041,17098585,0.5146624706079479,0.5078838717448866
S11,S11 rainfall space-time,2020-06-15,97,109.20137605459011,17098585,0.5672984051019426,0.6386573862959427
S11,S11 rainfall space-time,2020-06-22,90,69.575926817478,17098585,0.5263593449399467,0.4069104362581933
S11,S11 rainfall space-time,2020-06-29,82,71.84827285517017,17098585,0.4795718476119515,0.42020010927904367
S11,S11 rainfall space-time,2020-07-06,82,73.9314065883609,17098585,0.4795718476119515,0.4323831860259834
S11,S11 rainfall space-time,2020-07-13,82,79.72143941863223,17098585,0.4795718476119515,0.466245829222899
S11,S11 rainfall space-time,2020-07-20,89,78.53240329239773,17098585,0.5205109077739474,0.4592918261505132
S11,S11 rainfall space-time,2020-07-27,64,48.12621479761273,17098585,0.3742999786239622,0.281463143281229
S11,S11 rainfall space-time,2020-08-03,42,53.21532605134551,17098585,0.24563436097197516,0.3112264906794656
S11,S11 rainfall space-time,2020-08-10,38,57.38644843857138,17098585,0.22224061230797754,0.3356210378728496
S11,S11 rainfall space-time,2020-08-17,48,57.23893914692978,17098585,0.28072498396797163,0.33475833904928265
S11,S11 rainfall space-time,2020-08-24,38,47.06336228081628,17098585,0.22224061230797754,0.27524711712002065
S11,S11 rainfall space-time,2020-08-31,74,49.866545369394366,17098585,0.43278435028395623,0.2916413572783617
S11,S11 rainfall space-time,2020-09-07,59,49.5774769762153,17098585,0.3450577927939651,0.28995075894417754
S11,S11 rainfall space-time,2020-09-14,59,50.614165364161664,17098585,0.3450577927939651,0.2960137658418031
S11,S11 rainfall space-time,2020-09-21,56,44.56873193298447,17098585,0.3275124812959669,0.26065742827833105
S11,S11 rainfall space-time,2020-09-28,54,59.978813484204004,17098585,0.3158156069639681,0.3507823219535652
S11,S11 rainfall space-time,2020-10-05,48,46.03342295859572,17098585,0.28072498396797163,0.26922358170922167
S11,S11 rainfall space-time,2020-10-12,57,58.68554200609817,17098585,0.3333609184619663,0.343218704975284
S11,S11 rainfall space-time,2020-10-19,72,51.14751931614277,17098585,0.42108747595195745,0.29913305291720205
S11,S11 rainfall space-time,2020-10-26,51,50.58539877610101,17098585,0.2982702954659699,0.29584552625905014
S11,S11 rainfall space-time,2020-11-02,51,51.02200720470545,17098585,0.2982702954659699,0.298399003219889
S11,S11 rainfall space-time,2020-11-09,72,49.99283699981387,17098585,0.42108747595195745,0.29237996594346183
S11,S11 rainfall space-time,2020-11-16,70,65.85935267565894,17098585,0.4093906016199586,0.3851742859169864
S11,S11 rainfall space-time,2020-11-23,55,54.19936404878902,17098585,0.32166404412996746,0.3169815750764699
S11,S11 rainfall space-time,2020-11-30,73,61.42967097468657,17098585,0.42693591311795687,0.3592675708234721
S11,S11 rainfall space-time,2020-12-07,56,77.69960756520759,17098585,0.3275124812959669,0.45442127266792887
S11,S11 rainfall space-time,2020-12-14,39,70.01158288046166,17098585,0.22808904947397696,0.40945834336853987
S11,S11 rainfall space-time,2020-12-21,32,90.81533018364532,17098585,0.1871499893119811,0.5311277522885391
S11,S11 rainfall space-time,2021-01-04,55,63.18717086053184,17098585,0.32166404412996746,0.3695461984750893
S11,S11 rainfall space-time,2021-01-11,55,70.26877789538551,17098585,0.32166404412996746,0.41096253225273033
S11,S11 rainfall space-time,2021-01-18,67,60.93249484618626,17098585,0.39184529012196034,0.35635986747550313
S11,S11 rainfall space-time,2021-02-01,57,67.9516098150291,17098585,0.3333609184619663,0.3974107203317064
S11,S11 rainfall space-time,2021-02-08,66,68.99464369681888,17098585,0.38599685295596103,0.40351083845136243
S11,S11 rainfall space-time,2021-02-15,62,76.21334906670728,17098585,0.36260310429196335,0.4457289832270172
S11,S11 rainfall space-time,2021-03-29,253,155.25764906443675,17098585,1.4796546029978503,0.9080146050941451
S11,S11 rainfall space-time,2021-04-05,320,201.40849641616427,17098585,1.871499893119811,1.177924935988354
S11,S11 rainfall space-time,2021-04-12,237,171.9315619772352,17098585,1.3860796083418598,1.005530937075993
S11,S11 rainfall space-time,2021-04-19,228,194.8236245519633,17098585,1.3334436738478652,1.139413726644417
S11,S11 rainfall space-time,2021-04-26,229,212.652771591835,17098585,1.3392921110138647,1.2436863728304712
S11,S11 rainfall space-time,2021-05-03,176,212.217614553894,17098585,1.0293249412158958,1.2411413842367307
S11,S11 rainfall space-time,2021-05-10,172,172.89885029820385,17098585,1.0059311925518983,1.0111880620425835
S11,S11 rainfall space-time,2021-05-17,197,161.8156357020292,17098585,1.1521421217018835,0.9463685778795684
S11,S11 rainfall space-time,2021-05-24,150,138.64087289678207,17098585,0.8772655748999113,0.8108324337761403
S11,S11 rainfall space-time,2021-05-31,181,127.47709006831684,17098585,1.058567127045893,0.7455417513689983
S11,S11 rainfall space-time,2021-06-07,165,126.7225087422057,17098585,0.9649921323899024,0.7411286298966009
S11,S11 rainfall space-time,2021-06-14,137,136.23593921162907,17098585,0.801235891741919,0.7967673302301276
S11,S11 rainfall space-time,2021-06-21,124,83.31961909849147,17098585,0.7252062085839267,0.4872895569925316
S11,S11 rainfall space-time,2021-06-28,91,68.43524051466983,17098585,0.5322077821059462,0.40023920409010355
S11,S11 rainfall space-time,2021-07-05,92,85.20639457648265,17098585,0.5380562192719456,0.4983242448219116
S11,S11 rainfall space-time,2021-07-12,105,67.54005654039435,17098585,0.6140859024299379,0.39500377686454374
S11,S11 rainfall space-time,2021-07-19,88,63.23660508890717,17098585,0.5146624706079479,0.36983531145359205
S11,S11 rainfall space-time,2021-07-26,70,70.65886206404457,17098585,0.4093906016199586,0.413243915002584
S11,S11 rainfall space-time,2021-08-02,65,54.91632236431134,17098585,0.3801484157899616,0.321174660735443
S11,S11 rainfall space-time,2021-08-09,67,62.75282877777434,17098585,0.39184529012196034,0.3670059760955327
S11,S11 rainfall space-time,2021-08-16,75,69.2389311648917,17098585,0.43863278744995565,0.40493953835882734
S11,S11 rainfall space-time,2021-08-23,87,64.62992282204722,17098585,0.5088140334419486,0.37798404266813435
S11,S11 rainfall space-time,2021-08-30,60,56.2780223611867,17098585,0.3509062299599645,0.3291384776061101
S11,S11 rainfall space-time,2021-09-06,66,60.579952246552736,17098585,0.38599685295596103,0.35429804423320843
S11,S11 rainfall space-time,2021-09-13,71,67.38174725527767,17098585,0.415239038785958,0.39407791495774463
S11,S11 rainfall space-time,2021-09-20,46,66.72186236809554,17098585,0.2690281096359728,0.3902186196582673
S11,S11 rainfall space-time,2021-09-27,59,57.52166461102899,17098585,0.3450577927939651,0.33641184116129486
S11,S11 rainfall space-time,2021-10-04,37,51.90019730856204,17098585,0.21639217514197812,0.30353504286209676
S11,S11 rainfall space-time,2021-10-11,42,48.20044005987478,17098585,0.24563436097197516,0.28189724506369845
S11,S11 rainfall space-time,2021-10-18,39,42.4869579450339,17098585,0.22808904947397696,0.24848230391599013
S11,S11 rainfall space-time,2021-10-25,24,40.70535593048607,17098585,0.14036249198398582,0.2380627164790892
S11,S11 rainfall space-time,2021-11-01,35,34.507003709483776,17098585,0.2046953008099793,0.20181204298182437
S11,S11 rainfall space-time,2021-11-08,22,37.507730197266206,17098585,0.12866561765198697,0.21936160329797
S11,S11 rainfall space-time,2021-11-15,48,41.52404363566296,17098585,0.28072498396797163,0.24285076008139247
S11,S11 rainfall space-time,2021-11-22,75,45.52429737884673,17098585,0.43863278744995565,0.2662459927464567
S11,S11 rainfall space-time,2021-11-29,67,45.81020372799483,17098585,0.39184529012196034,0.26791809806480965
S11,S11 rainfall space-time,2021-12-06,70,42.423069288585445,17098585,0.4093906016199586,0.24810865512313124
S11,S11 rainfall space-time,2021-12-13,37,59.4715907743336,17093039,0.21646238565301348,0.3479287139889729
S11,S11 rainfall space-time,2021-12-20,48,60.95414586697253,17093039,0.2808160678741797,0.35660215756234176
S11,S11 rainfall space-time,2021-12-27,27,67.47104878910999,17093039,0.15795903817922607,0.39472822117301665
S11,S11 rainfall space-time,2022-01-03,64,142.5493524057683,17098585,0.3742999786239622,0.8336909305990426
S11,S11 rainfall space-time,2022-01-10,78,117.02080469024312,17098585,0.4561780989479539,0.6843888233455758
S11,S11 rainfall space-time,2022-01-17,68,127.5816145044182,17098585,0.39769372728795976,0.7461530559658486
S11,S11 rainfall space-time,2022-01-24,85,104.42556630207247,17098585,0.49711715910994975,0.610726363041576
S11,S11 rainfall space-time,2022-01-31,98,119.64283701604447,17098585,0.5731468422679421,0.6997236146502442
S11,S11 rainfall space-time,2022-02-07,130,142.635140911121,17098585,0.7602968315799232,0.8341926592821628
S11,S11 rainfall space-time,2022-02-14,145,128.09622656272083,17098585,0.8480233890699144,0.7491627322536971
S11,S11 rainfall space-time,2022-02-21,157,128.7340026209458,17098585,0.9182046350619072,0.7528927254562047
S11,S11 rainfall space-time,2022-02-28,233,190.92978656949353,17098585,1.3626858596778622,1.1166408598693607
S11,S11 rainfall space-time,2022-03-07,364,254.89381690440314,17098585,2.128831128423785,1.4907304721671597
S11,S11 rainfall space-time,2022-03-14,399,305.14494750764715,17098585,2.333526429233764,1.7846210520206622
S11,S11 rainfall space-time,2022-03-21,491,350.54470969668495,17098585,2.8715826485057097,2.0501387085345657
S11,S11 rainfall space-time,2022-03-28,517,486.98846662145405,17098585,3.0236420148216943,2.848121447601974
S11,S11 rainfall space-time,2022-04-04,634,643.9414245707716,17098585,3.707909163243625,3.7660509601863055
S11,S11 rainfall space-time,2022-04-11,610,672.9248636643543,17098585,3.567546671259639,3.9355587825796947
S11,S11 rainfall space-time,2022-04-18,755,910.0111596219457,17098585,4.415570060329554,5.322143087407207
S11,S11 rainfall space-time,2022-04-25,979,770.3175339151622,17098585,5.725619985513421,4.505153694970445
S11,S11 rainfall space-time,2022-05-02,1178,1307.3495351348483,17098585,6.889458981547304,7.645951610234697
S11,S11 rainfall space-time,2022-05-09,1473,1511.5835216953653,17098585,8.614747945517129,8.840401247795448
S11,S11 rainfall space-time,2022-05-16,1240,1087.7452918286103,17098585,7.252062085839267,6.361609991871318
S11,S11 rainfall space-time,2022-05-23,1138,1388.7004253694943,17098585,6.655521494907327,8.121727180170138
S11,S11 rainfall space-time,2022-05-30,1072,1247.000068551272,17098585,6.2695246419513655,7.29300154691907
S11,S11 rainfall space-time,2022-06-06,906,1092.9448758478586,17098585,5.2986840723954645,6.392019432297226
S11,S11 rainfall space-time,2022-06-13,616,736.4659854035968,17098585,3.602637294255636,4.307175040528774
S11,S11 rainfall space-time,2022-06-20,598,782.4316277365344,17098585,3.4973654252676463,4.576002211507762
S11,S11 rainfall space-time,2022-06-27,519,625.6485046314984,17098585,3.035338889153693,3.6590659673388086
S11,S11 rainfall space-time,2022-07-04,453,717.6001201474968,17098585,2.6493420361977322,4.196839212996261
S11,S11 rainfall space-time,2022-07-11,445,475.37722811373015,17098585,2.602554538869737,2.7802138487701185
S11,S11 rainfall space-time,2022-07-18,436,453.549032355118,17098585,2.5499186043757422,2.6525530174287404
S11,S11 rainfall space-time,2022-07-25,392,416.50194818465735,17098585,2.2925873690717684,2.43588547347431
S11,S11 rainfall space-time,2022-08-01,351,322.8862322053944,17098585,2.052801445265793,1.8883798408195438
S11,S11 rainfall space-time,2022-08-08,286,330.84894179589253,17098585,1.672653029475831,1.934949247530673
S11,S11 rainfall space-time,2022-08-15,284,344.2869352974872,17098585,1.660956155143832,2.0135405081618583
S11,S11 rainfall space-time,2022-08-22,249,299.8307997234724,17098585,1.4562608543338527,1.7535415926140814
S11,S11 rainfall space-time,2022-08-29,227,243.08282213393778,17098585,1.3275952366818657,1.4216546113841455
S11,S11 rainfall space-time,2022-09-05,230,218.61611548976097,17098585,1.3451405481798642,1.278562614916737
S11,S11 rainfall space-time,2022-09-12,282,253.62986107617868,17098585,1.6492592808118334,1.4833383059251903
S11,S11 rainfall space-time,2022-09-19,263,239.67477287516553,17098585,1.5381389746578447,1.401722849435585
S11,S11 rainfall space-time,2022-09-26,234,263.27291506197446,17098585,1.3685342968438616,1.539735101249457
S11,S11 rainfall space-time,2022-10-03,277,306.0730447907477,17098585,1.6200170949818362,1.7900489706648104
S11,S11 rainfall space-time,2022-10-10,320,337.4174300812137,17098585,1.871499893119811,1.9733646385429773
S11,S11 rainfall space-time,2022-10-17,361,369.8278858489421,17098585,2.1112858169257867,2.16291515262194
S11,S11 rainfall space-time,2022-10-24,340,327.3347802075722,17098585,1.988468636439799,1.914396894290213
S11,S11 rainfall space-time,2022-10-31,355,325.59621338493713,17098585,2.07619519392979,1.9042289954691403
S11,S11 rainfall space-time,2022-11-07,390,374.6656291704522,17195818,2.2679932993010277,2.178818298556383
S11,S11 rainfall space-time,2022-11-14,350,353.10782242575004,17098585,2.046953008099793,2.065128912279876
S11,S11 rainfall space-time,2022-11-21,291,372.12654506681133,17098585,1.701895215305828,2.1763587166236933
S11,S11 rainfall space-time,2022-11-28,286,387.9194858540087,17098585,1.672653029475831,2.2687227384839663
S11,S11 rainfall space-time,2022-12-05,295,356.76662474371733,17098585,1.7252889639698257,2.0865271877393208
S11,S11 rainfall space-time,2022-12-12,323,408.3937252670024,17098585,1.8890452046178092,2.388465041212489
S11,S11 rainfall space-time,2022-12-19,321,272.95180408592796,17098585,1.8773483302858103,1.5963414755427305
S11,S11 rainfall space-time,2022-12-26,398,384.06127266274524,17098585,2.327677992067765,2.246158221061832
S11,S11 rainfall space-time,2023-01-02,637,526.5644483147482,17098585,3.7254544747416234,3.079579089817948
S11,S11 rainfall space-time,2023-01-09,703,681.2842129170742,17195818,4.088203306175956,3.9619180251679462
S11,S11 rainfall space-time,2023-01-16,809,781.2560693577318,17098585,4.731385667293522,4.569127032194371
S11,S11 rainfall space-time,2023-01-23,1004,1147.3404874374041,17098585,5.8718309146634065,6.710148748784792
S11,S11 rainfall space-time,2023-01-30,1265,1364.1441573043166,17098585,7.398273014989251,7.978111389359509
S11,S11 rainfall space-time,2023-02-06,1700,1733.837049363903,17098585,9.942343182198995,10.140237039286601
S11,S11 rainfall space-time,2023-02-13,1375,1643.2512246967385,17098585,8.041601103249187,9.61045153559045
S11,S11 rainfall space-time,2023-02-20,1693,1799.0718232853626,17098585,9.901404122036999,10.521758515604436
S11,S11 rainfall space-time,2023-02-27,2468,2645.1077175929154,17098585,14.43394292568654,15.469746283642275
S11,S11 rainfall space-time,2023-03-06,2783,3337.6655689452646,17098585,16.276200632976355,19.520127361096048
S11,S11 rainfall space-time,2023-03-13,3323,3136.739508411498,17098585,19.434356702616036,18.34502392105252
S11,S11 rainfall space-time,2023-03-20,3638,4560.170423270001,16385590,22.202435188479633,27.830370607771837
S11,S11 rainfall space-time,2023-03-27,3774,5752.640248906015,16385590,23.03243276561906,35.10792256431422
S11,S11 rainfall space-time,2023-04-03,3570,5073.41022011641,16385590,21.78743639990992,30.962633753904555
S11,S11 rainfall space-time,2023-04-10,4162,5606.242852061645,16385590,25.400367029810948,34.21447047107638
S11,S11 rainfall space-time,2023-04-17,3459,5575.879516141297,16385590,21.11001190680348,34.029165358960505
S11,S11 rainfall space-time,2023-04-24,3484,6169.979603034505,16385590,21.262584990836462,37.6549126582229
S11,S11 rainfall space-time,2023-05-01,4077,5959.985930758152,17098585,23.844078325779588,34.85660322627955
