municipio,year,week,date,cases,predicted_cases,municipio_norm,population,model,model_label,observed_incidence_per_100k,predicted_incidence_per_100k
petropolis,2020,51,2020-12-14,0,0.343722984473709,petropolis,306678,S6,S6 rainfall-region,0.0,0.11207943982734628
petropolis,2020,52,2020-12-21,0,0.793211233585808,petropolis,306678,S6,S6 rainfall-region,0.0,0.258646278372041
petropolis,2021,1,2021-01-04,0,0.399547836544553,petropolis,306678,S6,S6 rainfall-region,0.0,0.13028252321475717
petropolis,2021,2,2021-01-11,2,0.494187351225837,petropolis,306678,S6,S6 rainfall-region,0.6521498118547793,0.16114209406147068
petropolis,2021,3,2021-01-18,0,0.482235456679962,petropolis,306678,S6,S6 rainfall-region,0.0,0.15724488117177038
petropolis,2021,5,2021-02-01,0,0.544802453381329,petropolis,306678,S6,S6 rainfall-region,0.0,0.17764640873532794
petropolis,2021,6,2021-02-08,0,1.39427131929915,petropolis,306678,S6,S6 rainfall-region,0.0,0.4546368892777278
petropolis,2021,7,2021-02-15,1,0.540336110309382,petropolis,306678,S6,S6 rainfall-region,0.32607490592738964,0.17619004633830337
petropolis,2021,13,2021-03-29,0,1.45378724356058,petropolis,306678,S6,S6 rainfall-region,0.0,0.47404353868245525
petropolis,2021,14,2021-04-05,2,0.874330295303476,petropolis,306678,S6,S6 rainfall-region,0.6521498118547793,0.2850971687905477
petropolis,2021,15,2021-04-12,1,0.845431633154981,petropolis,306678,S6,S6 rainfall-region,0.32607490592738964,0.2756740402490498
petropolis,2021,16,2021-04-19,1,0.832848362268276,petropolis,306678,S6,S6 rainfall-region,0.32607490592738964,0.27157095137840864
petropolis,2021,17,2021-04-26,1,0.734757685008621,petropolis,306678,S6,S6 rainfall-region,0.32607490592738964,0.2395860430186127
petropolis,2021,18,2021-05-03,1,1.97239299263274,petropolis,306678,S6,S6 rainfall-region,0.32607490592738964,0.6431478595245632
petropolis,2021,19,2021-05-10,0,1.33060300206549,petropolis,306678,S6,S6 rainfall-region,0.0,0.4338762487252069
petropolis,2021,20,2021-05-17,0,1.02383901330321,petropolis,306678,S6,S6 rainfall-region,0.0,0.33384820994763564
petropolis,2021,21,2021-05-24,0,0.930293146218303,petropolis,306678,S6,S6 rainfall-region,0.0,0.30334525013802843
petropolis,2021,22,2021-05-31,0,0.697654201811764,petropolis,306678,S6,S6 rainfall-region,0.0,0.22748752822561905
petropolis,2021,23,2021-06-07,0,0.378491083548515,petropolis,306678,S6,S6 rainfall-region,0.0,0.1234164444624378
petropolis,2021,24,2021-06-14,0,0.35722935901191,petropolis,306678,S6,S6 rainfall-region,0.0,0.11648352963431026
petropolis,2021,25,2021-06-21,0,0.321106994352666,petropolis,306678,S6,S6 rainfall-region,0.0,0.10470493297617241
petropolis,2021,26,2021-06-28,0,0.263719438475961,petropolis,306678,S6,S6 rainfall-region,0.0,0.08599229109227301
petropolis,2021,27,2021-07-05,0,0.313552372484891,petropolis,306678,S6,S6 rainfall-region,0.0,0.10224156036132066
petropolis,2021,28,2021-07-12,0,0.26203962301104,petropolis,306678,S6,S6 rainfall-region,0.0,0.08544454542257351
petropolis,2021,29,2021-07-19,0,0.239420945043235,petropolis,306678,S6,S6 rainfall-region,0.0,0.07806916213201959
petropolis,2021,30,2021-07-26,0,0.230921197962112,petropolis,306678,S6,S6 rainfall-region,0.0,0.07529760790213579
petropolis,2021,31,2021-08-02,0,0.191099485498465,petropolis,306678,S6,S6 rainfall-region,0.0,0.06231274675668454
petropolis,2021,32,2021-08-09,0,0.202431044641673,petropolis,306678,S6,S6 rainfall-region,0.0,0.06600768383831673
petropolis,2021,33,2021-08-16,2,0.212352590184968,petropolis,306678,S6,S6 rainfall-region,0.6521498118547793,0.06924285086800096
petropolis,2021,34,2021-08-23,1,0.197651668472153,petropolis,306678,S6,S6 rainfall-region,0.32607490592738964,0.0644492492034489
petropolis,2021,35,2021-08-30,0,0.191607418462646,petropolis,306678,S6,S6 rainfall-region,0.0,0.06247837095019728
petropolis,2021,36,2021-09-06,1,0.207504601476958,petropolis,306678,S6,S6 rainfall-region,0.32607490592738964,0.06766204340609956
petropolis,2021,37,2021-09-13,0,0.584201881548216,petropolis,306678,S6,S6 rainfall-region,0.0,0.19049357356843855
petropolis,2021,38,2021-09-20,2,0.415639216003462,petropolis,306678,S6,S6 rainfall-region,0.6521498118547793,0.13552951825806284
petropolis,2021,39,2021-09-27,0,0.233693397209908,petropolis,306678,S6,S6 rainfall-region,0.0,0.07620155251107286
petropolis,2021,40,2021-10-04,0,0.458421889577673,petropolis,306678,S6,S6 rainfall-region,0.0,0.14947987451909592
petropolis,2021,41,2021-10-11,0,0.23775023496842,petropolis,306678,S6,S6 rainfall-region,0.0,0.07752438550154232
petropolis,2021,42,2021-10-18,0,0.677196825620369,petropolis,306678,S6,S6 rainfall-region,0.0,0.22081689120848869
petropolis,2021,43,2021-10-25,0,0.272677582931255,petropolis,306678,S6,S6 rainfall-region,0.0,0.08891331720281696
petropolis,2021,44,2021-11-01,1,0.245267952626018,petropolis,306678,S6,S6 rainfall-region,0.32607490592738964,0.07997572457953228
petropolis,2021,45,2021-11-08,0,0.289220859898584,petropolis,306678,S6,S6 rainfall-region,0.0,0.09430766468366951
petropolis,2021,46,2021-11-15,0,0.278993139706245,petropolis,306678,S6,S6 rainfall-region,0.0,0.09097266178410092
petropolis,2021,47,2021-11-22,0,0.344047972193103,petropolis,306678,S6,S6 rainfall-region,0.0,0.11218541016737522
petropolis,2021,48,2021-11-29,2,0.570167389794093,petropolis,306678,S6,S6 rainfall-region,0.6521498118547793,0.18591727798997418
petropolis,2021,49,2021-12-06,0,0.346032448036585,petropolis,306678,S6,S6 rainfall-region,0.0,0.11283249794135379
petropolis,2021,50,2021-12-13,0,0.428846602243661,petropolis,306678,S6,S6 rainfall-region,0.0,0.13983611548388244
petropolis,2021,51,2021-12-20,0,0.321913609958092,petropolis,306678,S6,S6 rainfall-region,0.0,0.10496795008383124
petropolis,2021,52,2021-12-27,0,0.898575895676484,petropolis,306678,S6,S6 rainfall-region,0.0,0.2930030506513294
petropolis,2022,1,2022-01-03,0,0.71444936360904,petropolis,306678,S6,S6 rainfall-region,0.0,0.23296400902870112
petropolis,2022,2,2022-01-10,0,0.775223260144308,petropolis,306678,S6,S6 rainfall-region,0.0,0.25278085162427955
petropolis,2022,3,2022-01-17,0,0.785520180118868,petropolis,306678,S6,S6 rainfall-region,0.0,0.25613841883632604
petropolis,2022,4,2022-01-24,0,1.08409606854012,petropolis,306678,S6,S6 rainfall-region,0.0,0.35349652356547256
petropolis,2022,5,2022-01-31,1,1.01070197134115,petropolis,306678,S6,S6 rainfall-region,0.32607490592738964,0.32956455022569275
petropolis,2022,6,2022-02-07,0,1.07143272752867,petropolis,306678,S6,S6 rainfall-region,0.0,0.34936732583643754
petropolis,2022,7,2022-02-14,0,1.00339995846642,petropolis,306678,S6,S6 rainfall-region,0.0,0.32718354706448455
petropolis,2022,8,2022-02-21,0,0.919719069563025,petropolis,306678,S6,S6 rainfall-region,0.0,0.2998973090873897
petropolis,2022,9,2022-02-28,3,1.92102500257737,petropolis,306678,S6,S6 rainfall-region,0.9782247177821688,0.6263980469995793
petropolis,2022,10,2022-03-07,1,1.2551891628661,petropolis,306678,S6,S6 rainfall-region,0.32607490592738964,0.4092856882026425
petropolis,2022,11,2022-03-14,0,1.46768057396413,petropolis,306678,S6,S6 rainfall-region,0.0,0.4785738050868109
petropolis,2022,12,2022-03-21,1,1.33765428156812,petropolis,306678,S6,S6 rainfall-region,0.32607490592738964,0.4361754940256947
petropolis,2022,13,2022-03-28,4,4.75722423335568,petropolis,306678,S6,S6 rainfall-region,1.3042996237095585,1.5512114443669514
petropolis,2022,14,2022-04-04,3,2.67739721453975,petropolis,306678,S6,S6 rainfall-region,0.9782247177821688,0.873032044861304
petropolis,2022,15,2022-04-11,1,1.3855898627905,petropolis,306678,S6,S6 rainfall-region,0.32607490592738964,0.45180608416335694
petropolis,2022,16,2022-04-18,6,2.71828164065545,petropolis,306678,S6,S6 rainfall-region,1.9564494355643376,0.8863634302608764
petropolis,2022,17,2022-04-25,5,4.14448146234628,petropolis,306678,S6,S6 rainfall-region,1.6303745296369483,1.3514114029523736
petropolis,2022,18,2022-05-02,4,4.37942275401352,petropolis,306678,S6,S6 rainfall-region,1.3042996237095585,1.4280198625312281
petropolis,2022,19,2022-05-09,10,2.44043639258414,petropolis,306678,S6,S6 rainfall-region,3.2607490592738966,0.7957650671336515
petropolis,2022,20,2022-05-16,8,5.77813487149484,petropolis,306678,S6,S6 rainfall-region,2.608599247419117,1.8841047846584498
petropolis,2022,21,2022-05-23,10,4.92252221005546,petropolis,306678,S6,S6 rainfall-region,3.2607490592738966,1.6051109665693202
petropolis,2022,22,2022-05-30,10,3.79028793074598,petropolis,306678,S6,S6 rainfall-region,3.2607490592738966,1.2359177804557158
petropolis,2022,23,2022-06-06,2,6.43295948623855,petropolis,306678,S6,S6 rainfall-region,0.6521498118547793,2.097626659309944
petropolis,2022,24,2022-06-13,3,4.81207823509816,petropolis,306678,S6,S6 rainfall-region,0.9782247177821688,1.5690979578248718
petropolis,2022,25,2022-06-20,2,5.08663821809104,petropolis,306678,S6,S6 rainfall-region,0.6521498118547793,1.6586250784507008
petropolis,2022,26,2022-06-27,0,3.96871566200319,petropolis,306678,S6,S6 rainfall-region,0.0,1.294098586140248
petropolis,2022,27,2022-07-04,0,1.67064257285485,petropolis,306678,S6,S6 rainfall-region,0.0,0.5447546197819374
petropolis,2022,28,2022-07-11,1,1.76609922072604,petropolis,306678,S6,S6 rainfall-region,0.32607490592738964,0.5758806372566796
petropolis,2022,29,2022-07-18,1,1.40128913441326,petropolis,306678,S6,S6 rainfall-region,0.32607490592738964,0.45692522268087704
petropolis,2022,30,2022-07-25,0,0.565190748200186,petropolis,306678,S6,S6 rainfall-region,0.0,0.1842945200504066
petropolis,2022,31,2022-08-01,2,0.451276619450726,petropolis,306678,S6,S6 rainfall-region,0.6521498118547793,0.1471499812346259
petropolis,2022,32,2022-08-08,4,0.819531183273579,petropolis,306678,S6,S6 rainfall-region,1.3042996237095585,0.26722855349049457
petropolis,2022,33,2022-08-15,1,0.886238839153059,petropolis,306678,S6,S6 rainfall-region,0.32607490592738964,0.28898024610603273
petropolis,2022,34,2022-08-22,0,0.511415653624653,petropolis,306678,S6,S6 rainfall-region,0.0,0.1667598111454532
petropolis,2022,35,2022-08-29,1,1.12095018540653,petropolis,306678,S6,S6 rainfall-region,0.32607490592738964,0.36551372625572426
petropolis,2022,36,2022-09-05,0,1.81494311812369,petropolis,306678,S6,S6 rainfall-region,0.0,0.5918074065057454
petropolis,2022,37,2022-09-12,3,0.948570003365573,petropolis,306678,S6,S6 rainfall-region,0.9782247177821688,0.3093048746129729
petropolis,2022,38,2022-09-19,1,0.518225531194815,petropolis,306678,S6,S6 rainfall-region,0.32607490592738964,0.1689803413335208
petropolis,2022,39,2022-09-26,3,0.965896616232464,petropolis,306678,S6,S6 rainfall-region,0.9782247177821688,0.31495464827358466
petropolis,2022,40,2022-10-03,3,0.614384281759669,petropolis,306678,S6,S6 rainfall-region,0.9782247177821688,0.20033529687805088
petropolis,2022,41,2022-10-10,6,1.70890221502671,petropolis,306678,S6,S6 rainfall-region,1.9564494355643376,0.5572301290039422
petropolis,2022,42,2022-10-17,6,1.13625332898949,petropolis,306678,S6,S6 rainfall-region,1.9564494355643376,0.37050369735993127
petropolis,2022,43,2022-10-24,4,1.86129612560439,petropolis,306678,S6,S6 rainfall-region,1.3042996237095585,0.6069219590594663
petropolis,2022,44,2022-10-31,3,1.86454852555255,petropolis,306678,S6,S6 rainfall-region,0.9782247177821688,0.6079824850666008
petropolis,2022,45,2022-11-07,3,3.37734388039359,petropolis,306678,S6,S6 rainfall-region,0.9782247177821688,1.101267088083785
petropolis,2022,46,2022-11-14,2,3.2310519126282,petropolis,306678,S6,S6 rainfall-region,0.6521498118547793,1.0535649484567526
petropolis,2022,47,2022-11-21,2,3.1468577850445,petropolis,306678,S6,S6 rainfall-region,0.6521498118547793,1.026111356225259
petropolis,2022,48,2022-11-28,0,2.6744673238576,petropolis,306678,S6,S6 rainfall-region,0.0,0.8720766810327445
petropolis,2022,49,2022-12-05,0,2.59496353187338,petropolis,306678,S6,S6 rainfall-region,0.0,0.8461524895406192
petropolis,2022,50,2022-12-12,1,2.27338063923983,petropolis,306678,S6,S6 rainfall-region,0.32607490592738964,0.7412923780772764
petropolis,2022,51,2022-12-19,0,1.59246957806805,petropolis,306678,S6,S6 rainfall-region,0.0,0.5192643678607693
petropolis,2022,52,2022-12-26,1,0.821189991372513,petropolis,306678,S6,S6 rainfall-region,0.32607490592738964,0.2677694491853061
petropolis,2023,1,2023-01-02,3,1.34340647224907,petropolis,306678,S6,S6 rainfall-region,0.9782247177821688,0.43805113906086185
petropolis,2023,2,2023-01-09,2,2.94636618898853,petropolis,306678,S6,S6 rainfall-region,0.6521498118547793,0.9607360779020765
petropolis,2023,3,2023-01-16,2,1.79600623165,petropolis,306678,S6,S6 rainfall-region,0.6521498118547793,0.5856325630302793
petropolis,2023,4,2023-01-23,4,4.23858624576913,petropolis,306678,S6,S6 rainfall-region,1.3042996237095585,1.3820966113542967
petropolis,2023,5,2023-01-30,1,6.33498985581581,petropolis,306678,S6,S6 rainfall-region,0.32607490592738964,2.065681221286108
petropolis,2023,6,2023-02-06,1,5.28308073840623,petropolis,306678,S6,S6 rainfall-region,0.32607490592738964,1.7226800547826158
petropolis,2023,7,2023-02-13,0,5.00711846851311,petropolis,306678,S6,S6 rainfall-region,0.0,1.6326956835877078
petropolis,2023,8,2023-02-20,3,7.21660429170397,petropolis,306678,S6,S6 rainfall-region,0.9782247177821688,2.353153565532568
petropolis,2023,9,2023-02-27,10,4.22085008183461,petropolis,306678,S6,S6 rainfall-region,3.2607490592738966,1.3763132933678353
petropolis,2023,10,2023-03-06,13,5.00428145575503,petropolis,306678,S6,S6 rainfall-region,4.238973777056065,1.6317706049195018
petropolis,2023,11,2023-03-13,7,2.81644088215314,petropolis,306678,S6,S6 rainfall-region,2.2825243414917273,0.9183706956981394
petropolis,2023,12,2023-03-20,12,10.0832608258498,petropolis,306678,S6,S6 rainfall-region,3.912898871128675,3.287898325230307
petropolis,2023,13,2023-03-27,24,24.0633137357701,petropolis,306678,S6,S6 rainfall-region,7.82579774225735,7.846442762692498
petropolis,2023,14,2023-04-03,32,27.0363360282588,petropolis,306678,S6,S6 rainfall-region,10.434396989676468,8.815870727035783
petropolis,2023,15,2023-04-10,22,15.7095319266808,petropolis,306678,S6,S6 rainfall-region,7.173647930402572,5.122484145155766
petropolis,2023,16,2023-04-17,28,24.0211102143218,petropolis,306678,S6,S6 rainfall-region,9.13009736596691,7.83268125340644
petropolis,2023,17,2023-04-24,45,35.05094697248,petropolis,306678,S6,S6 rainfall-region,14.673370766732534,11.429234236717338
petropolis,2023,18,2023-05-01,48,48.4389883814201,petropolis,306678,S6,S6 rainfall-region,15.6515954845147,15.794738579689481
petropolis,2023,19,2023-05-08,40,37.7486793310609,petropolis,306678,S6,S6 rainfall-region,13.042996237095586,12.30889706175888
petropolis,2023,20,2023-05-15,43,38.2695165841642,petropolis,306678,S6,S6 rainfall-region,14.021220954877755,12.47872902006802
petropolis,2023,21,2023-05-22,36,46.2157569450719,petropolis,306678,S6,S6 rainfall-region,11.738696613386027,15.069798598227424
petropolis,2023,22,2023-05-29,29,40.9105943567244,petropolis,306678,S6,S6 rainfall-region,9.4561722718943,13.339918206302507
petropolis,2023,23,2023-06-05,16,31.4670671717215,petropolis,306678,S6,S6 rainfall-region,5.217198494838234,10.260620967829938
petropolis,2023,24,2023-06-12,25,31.448132576096,petropolis,306678,S6,S6 rainfall-region,8.15187264818474,10.25444687134258
petropolis,2023,25,2023-06-19,17,25.1000883627015,petropolis,306678,S6,S6 rainfall-region,5.5432734007656235,8.184508951637058
petropolis,2023,26,2023-06-26,14,16.7333605369902,petropolis,306678,S6,S6 rainfall-region,4.565048682983455,5.456328962948174
petropolis,2023,27,2023-07-03,15,12.7209211537495,petropolis,306678,S6,S6 rainfall-region,4.891123588910844,4.147973168518609
petropolis,2023,28,2023-07-10,12,16.5171050592504,petropolis,306678,S6,S6 rainfall-region,3.912898871128675,5.385813478387886
petropolis,2023,29,2023-07-17,8,11.5893803986136,petropolis,306678,S6,S6 rainfall-region,2.608599247419117,3.779006123234663
petropolis,2023,30,2023-07-24,8,9.06310121720071,petropolis,306678,S6,S6 rainfall-region,2.608599247419117,2.955249876809132
petropolis,2023,31,2023-07-31,10,7.70977950635321,petropolis,306678,S6,S6 rainfall-region,3.2607490592738966,2.5139656272550397
petropolis,2023,32,2023-08-07,11,6.84885255635984,petropolis,306678,S6,S6 rainfall-region,3.586823965201286,2.2332389530255967
petropolis,2023,33,2023-08-14,9,5.31945767429935,petropolis,306678,S6,S6 rainfall-region,2.934674153346507,1.734541660731891
petropolis,2023,34,2023-08-21,6,5.20099490519157,petropolis,306678,S6,S6 rainfall-region,1.9564494355643376,1.695913924439174
petropolis,2023,35,2023-08-28,11,6.02417074109351,petropolis,306678,S6,S6 rainfall-region,3.586823965201286,1.9643309076925994
petropolis,2023,36,2023-09-04,7,6.81961027726139,petropolis,306678,S6,S6 rainfall-region,2.2825243414917273,2.223703779619467
petropolis,2023,37,2023-09-11,10,6.64175670315501,petropolis,306678,S6,S6 rainfall-region,3.2607490592738966,2.1657101921738793
petropolis,2023,38,2023-09-18,10,4.67328262231436,petropolis,306678,S6,S6 rainfall-region,3.2607490592738966,1.5238401914432598
petropolis,2023,39,2023-09-25,6,7.307742445724,petropolis,306678,S6,S6 rainfall-region,1.9564494355643376,2.3828714305310457
petropolis,2023,40,2023-10-02,9,6.07321485382754,petropolis,306678,S6,S6 rainfall-region,2.934674153346507,1.9803229621386405
petropolis,2023,41,2023-10-09,11,6.88875575421536,petropolis,306678,S6,S6 rainfall-region,3.586823965201286,2.2462503845125377
petropolis,2023,42,2023-10-16,15,8.53228804495657,petropolis,306678,S6,S6 rainfall-region,4.891123588910844,2.7821650216046048
petropolis,2023,43,2023-10-23,14,5.41515100370898,petropolis,306678,S6,S6 rainfall-region,4.565048682983455,1.7657448541170153
petropolis,2023,44,2023-10-30,13,7.54885534486043,petropolis,306678,S6,S6 rainfall-region,4.238973777056065,2.461492296434837
petropolis,2023,45,2023-11-06,17,9.09235917041866,petropolis,306678,S6,S6 rainfall-region,5.5432734007656235,2.9647901611523033
petropolis,2023,46,2023-11-13,10,11.173059971601,petropolis,306678,S6,S6 rainfall-region,3.2607490592738966,3.643254479160879
petropolis,2023,47,2023-11-20,19,12.7480268931348,petropolis,306678,S6,S6 rainfall-region,6.195423212620404,4.1568116699387625
petropolis,2023,48,2023-11-27,10,13.0645347591967,petropolis,306678,S6,S6 rainfall-region,3.2607490592738966,4.260016942590176
petropolis,2023,49,2023-12-04,16,17.9431952038509,petropolis,306678,S6,S6 rainfall-region,5.217198494838234,5.850825688132472
petropolis,2023,50,2023-12-11,4,13.0180687537634,petropolis,306678,S6,S6 rainfall-region,1.3042996237095585,4.2448655442396905
petropolis,2023,51,2023-12-18,9,16.521046119971,petropolis,306678,S6,S6 rainfall-region,2.934674153346507,5.387098559391609
petropolis,2023,52,2023-12-25,28,12.666568553609,petropolis,306678,S6,S6 rainfall-region,9.13009736596691,4.1302501495408865
pinheiral,2017,13,2017-03-27,0,1.14609704932308,pinheiral,25364,S6,S6 rainfall-region,0.0,4.518597418873521
pinheiral,2017,14,2017-04-03,0,1.74582151970344,pinheiral,25364,S6,S6 rainfall-region,0.0,6.8830685999977925
pinheiral,2017,15,2017-04-10,0,0.907268292752817,pinheiral,25364,S6,S6 rainfall-region,0.0,3.5769921650875927
pinheiral,2017,16,2017-04-17,0,0.950505645306403,pinheiral,25364,S6,S6 rainfall-region,0.0,3.747459569888042
pinheiral,2017,17,2017-04-24,0,0.839472084954368,pinheiral,25364,S6,S6 rainfall-region,0.0,3.3096991206212265
pinheiral,2017,18,2017-05-01,0,0.989941844725819,pinheiral,25364,S6,S6 rainfall-region,0.0,3.902940564287254
pinheiral,2017,19,2017-05-08,1,0.918220200486062,pinheiral,25364,S6,S6 rainfall-region,3.942595805078063,3.6201711105742866
pinheiral,2017,20,2017-05-15,0,0.74739662745738,pinheiral,25364,S6,S6 rainfall-region,0.0,2.9466828081429584
pinheiral,2017,21,2017-05-22,0,0.523139501665703,pinheiral,25364,S6,S6 rainfall-region,0.0,2.062527604737829
pinheiral,2017,22,2017-05-29,0,0.438501384180817,pinheiral,25364,S6,S6 rainfall-region,0.0,1.7288337177922133
pinheiral,2017,23,2017-06-05,0,0.665899483298352,pinheiral,25364,S6,S6 rainfall-region,0.0,2.6253725094557328
pinheiral,2017,24,2017-06-12,0,0.301819738167668,pinheiral,25364,S6,S6 rainfall-region,0.0,1.1899532335896073
pinheiral,2017,25,2017-06-19,0,0.295745212406596,pinheiral,25364,S6,S6 rainfall-region,0.0,1.1660038338061662
pinheiral,2017,26,2017-06-26,0,0.216373686581667,pinheiral,25364,S6,S6 rainfall-region,0.0,0.853073989046156
pinheiral,2017,27,2017-07-03,0,0.287771826339558,pinheiral,25364,S6,S6 rainfall-region,0.0,1.1345679953459944
pinheiral,2017,28,2017-07-10,0,0.218931763926195,pinheiral,25364,S6,S6 rainfall-region,0.0,0.8631594540537573
pinheiral,2017,29,2017-07-17,0,0.251967275045659,pinheiral,25364,S6,S6 rainfall-region,0.0,0.9934051216119658
pinheiral,2017,30,2017-07-24,0,0.223862341056243,pinheiral,25364,S6,S6 rainfall-region,0.0,0.8825987267632984
pinheiral,2017,31,2017-07-31,0,0.180872718686165,pinheiral,25364,S6,S6 rainfall-region,0.0,0.7131080219451388
pinheiral,2017,32,2017-08-07,0,0.173952863459032,pinheiral,25364,S6,S6 rainfall-region,0.0,0.6858258297548967
pinheiral,2017,33,2017-08-14,0,0.196476733033597,pinheiral,25364,S6,S6 rainfall-region,0.0,0.774628343453702
pinheiral,2017,34,2017-08-21,0,0.196257510076163,pinheiral,25364,S6,S6 rainfall-region,0.0,0.773764035941346
pinheiral,2017,35,2017-08-28,0,0.185470119342286,pinheiral,25364,S6,S6 rainfall-region,0.0,0.7312337144862245
pinheiral,2017,36,2017-09-04,0,0.173694842405792,pinheiral,25364,S6,S6 rainfall-region,0.0,0.6848085570327708
pinheiral,2017,37,2017-09-11,0,0.209552521857939,pinheiral,25364,S6,S6 rainfall-region,0.0,0.8261808936206395
pinheiral,2017,38,2017-09-18,0,0.199240465214017,pinheiral,25364,S6,S6 rainfall-region,0.0,0.7855246223545852
pinheiral,2017,39,2017-09-25,0,0.223717134581921,pinheiral,25364,S6,S6 rainfall-region,0.0,0.8820262363267662
pinheiral,2017,40,2017-10-02,0,0.237424177774341,pinheiral,25364,S6,S6 rainfall-region,0.0,0.9360675673172252
pinheiral,2017,41,2017-10-09,0,0.195090484245383,pinheiral,25364,S6,S6 rainfall-region,0.0,0.7691629247964951
pinheiral,2017,42,2017-10-16,0,0.267741230429241,pinheiral,25364,S6,S6 rainfall-region,0.0,1.0555954519367647
pinheiral,2017,43,2017-10-23,0,0.294317536051255,pinheiral,25364,S6,S6 rainfall-region,0.0,1.1603750829965895
pinheiral,2017,44,2017-10-30,0,0.30928227735992,pinheiral,25364,S6,S6 rainfall-region,0.0,1.2193750093042106
pinheiral,2017,45,2017-11-06,0,0.35085212389943,pinheiral,25364,S6,S6 rainfall-region,0.0,1.3832681118886216
pinheiral,2017,46,2017-11-13,0,0.327875418073794,pinheiral,25364,S6,S6 rainfall-region,0.0,1.2926802478859565
pinheiral,2017,47,2017-11-20,0,0.383586567438889,pinheiral,25364,S6,S6 rainfall-region,0.0,1.5123267916688576
pinheiral,2017,48,2017-11-27,0,0.322049874357474,pinheiral,25364,S6,S6 rainfall-region,0.0,1.2697124836676945
pinheiral,2018,9,2018-02-26,0,0.972755218421153,pinheiral,25364,S6,S6 rainfall-region,0.0,3.8351806435150335
pinheiral,2018,10,2018-03-05,0,1.03364965131356,pinheiral,25364,S6,S6 rainfall-region,0.0,4.075262779189244
pinheiral,2018,11,2018-03-12,0,1.20092793232897,pinheiral,25364,S6,S6 rainfall-region,0.0,4.734773428201271
pinheiral,2018,12,2018-03-19,0,1.1293106914038,pinheiral,25364,S6,S6 rainfall-region,0.0,4.452415594558429
pinheiral,2018,13,2018-03-26,0,1.01982193529947,pinheiral,25364,S6,S6 rainfall-region,0.0,4.020745684038283
pinheiral,2018,14,2018-04-02,0,1.12331382927972,pinheiral,25364,S6,S6 rainfall-region,0.0,4.4287723911044
pinheiral,2018,15,2018-04-09,0,0.956297775078354,pinheiral,25364,S6,S6 rainfall-region,0.0,3.770295596429404
pinheiral,2018,16,2018-04-16,2,1.09132777378054,pinheiral,25364,S6,S6 rainfall-region,7.885191610156126,4.302664302872339
pinheiral,2018,17,2018-04-23,2,0.76276821446226,pinheiral,25364,S6,S6 rainfall-region,7.885191610156126,3.0072867625857906
pinheiral,2018,18,2018-04-30,0,1.06369044693416,pinheiral,25364,S6,S6 rainfall-region,0.0,4.193701493984229
pinheiral,2018,19,2018-05-07,0,1.18762197283956,pinheiral,25364,S6,S6 rainfall-region,0.0,4.682313408135784
pinheiral,2018,20,2018-05-14,0,2.1493234953396,pinheiral,25364,S6,S6 rainfall-region,0.0,8.473913796481627
pinheiral,2018,21,2018-05-21,0,1.81479400715932,pinheiral,25364,S6,S6 rainfall-region,0.0,7.154999239707144
pinheiral,2018,22,2018-05-28,0,0.595720780158683,pinheiral,25364,S6,S6 rainfall-region,0.0,2.348686248851455
pinheiral,2018,23,2018-06-04,0,0.499865711823922,pinheiral,25364,S6,S6 rainfall-region,0.0,1.970768458539355
pinheiral,2018,24,2018-06-11,0,0.394560331038762,pinheiral,25364,S6,S6 rainfall-region,0.0,1.555591906003635
pinheiral,2018,25,2018-06-18,0,0.40727702134835,pinheiral,25364,S6,S6 rainfall-region,0.0,1.6057286758726934
pinheiral,2018,26,2018-06-25,0,0.3115635315618,pinheiral,25364,S6,S6 rainfall-region,0.0,1.2283690725508596
pinheiral,2018,27,2018-07-02,0,0.370982027541908,pinheiral,25364,S6,S6 rainfall-region,0.0,1.462632185546081
pinheiral,2018,28,2018-07-09,0,0.359628195538835,pinheiral,25364,S6,S6 rainfall-region,0.0,1.4178686151192044
pinheiral,2018,29,2018-07-16,3,0.371094909449331,pinheiral,25364,S6,S6 rainfall-region,11.82778741523419,1.4630772332807562
pinheiral,2018,30,2018-07-23,0,0.395983277160781,pinheiral,25364,S6,S6 rainfall-region,0.0,1.5612020074151591
pinheiral,2018,31,2018-07-30,0,0.260122080670014,pinheiral,25364,S6,S6 rainfall-region,0.0,1.025556224057775
pinheiral,2018,32,2018-08-06,0,0.326161223160911,pinheiral,25364,S6,S6 rainfall-region,0.0,1.285921870213338
pinheiral,2018,33,2018-08-13,0,0.959714021109248,pinheiral,25364,S6,S6 rainfall-region,0.0,3.783764473699921
pinheiral,2018,34,2018-08-20,0,0.292729193810775,pinheiral,25364,S6,S6 rainfall-region,0.0,1.154112891542245
pinheiral,2018,35,2018-08-27,0,0.290700571623574,pinheiral,25364,S6,S6 rainfall-region,0.0,1.146114854216898
pinheiral,2018,36,2018-09-03,0,0.265874299891983,pinheiral,25364,S6,S6 rainfall-region,0.0,1.0482348994321993
pinheiral,2018,37,2018-09-10,0,0.307403479704415,pinheiral,25364,S6,S6 rainfall-region,0.0,1.2119676695490262
pinheiral,2018,38,2018-09-17,0,0.302444597571154,pinheiral,25364,S6,S6 rainfall-region,0.0,1.1924168016525547
pinheiral,2018,39,2018-09-24,1,0.365504397748919,pinheiral,25364,S6,S6 rainfall-region,3.942595805078063,1.441036105302472
