date,year,week,total_cases,municipalities,state_population,incidence_per_100k,rolling_4wk_incidence_per_100k
2023-09-18,2023,38,1128,92,17195818.0,6.559734465670664,5.950574726948146
2023-09-25,2023,39,968,92,17195818.0,5.629275676213833,6.2238969963510895
2023-10-02,2023,40,1060,92,17195818.0,6.164289480151512,5.930220940928777
2023-10-09,2023,41,923,92,17195818.0,5.367584141679099,5.970928512967513
2023-10-16,2023,42,1156,92,17195818.0,6.722564753825611,6.209358577765827
2023-10-23,2023,43,1132,92,17195818.0,6.5829959354070855,6.343112028750246
2023-10-30,2023,44,1152,92,17195818.0,6.69930328408919,7.1470865765152904
2023-11-06,2023,45,1476,92,17195818.0,8.583482332739274,7.350624436708973
2023-11-13,2023,46,1296,92,17195818.0,7.536716194600339,8.429375095735487
2023-11-20,2023,47,1874,92,17195818.0,10.897998571513144,9.784355707881998
2023-11-27,2023,48,2084,92,17195818.0,12.119225732675236,10.980867557449143
2023-12-04,2023,49,2299,92,17195818.0,13.369529731007852,12.915931071147648
2023-12-11,2023,50,2627,92,17195818.0,15.276970249394358,13.023515368678591
2023-12-18,2023,51,1948,92,17195818.0,11.328335761636927,13.60941363766469
2023-12-25,2023,52,2487,92,17195818.0,14.46281880861963,13.689374939883637
