region,temperature_effect_mean,temperature_effect_q025,temperature_effect_q975,temperature_relative_risk,temperature_relative_risk_q025,temperature_relative_risk_q975
Campos dos Goytacazes,0.0871726406994814,0.0158076336459182,0.158537647753045,1.09108502914205,1.01593323523523,1.17179603888268
Macaé - Rio das Ostras - Cabo Frio,0.118273157651818,0.0433775339876151,0.193168781316022,1.12555152239045,1.04433209129347,1.21308752274994
Petrópolis,-0.00975877627470975,-0.0866706867959548,0.0671531342465353,0.990288686065553,0.916979019215573,1.06945923647016
Rio de Janeiro,-0.0445645109864117,-0.0899252698485141,0.000796247875690763,0.956413898899404,0.913999486039183,1.00079656496519
Volta Redonda - Barra Mansa,0.0380561232379935,-0.0300738495347796,0.106186096010767,1.03878953147463,0.970373869243547,1.11202880137578
