municipio,ibge_code,year,week,date,cases,rainfall_lag,temperature_lag,fitted_mu,nb_size,nb_variance,pearson_residual,residual_direction
laje do muriae,3302304,2018,11,2018-03-12,0,35.223332,25.1666665,0.229150054501304,0.978497577725951,0.282813700353125,-0.430893301518375,overpredicted
laje do muriae,3302304,2018,12,2018-03-19,0,36.1211106,25.4795917143,0.267814876289874,0.978497577725951,0.341115832362602,-0.458546896646837,overpredicted
laje do muriae,3302304,2018,13,2018-03-26,0,35.8711122,24.9795917143,0.253094684875947,0.978497577725951,0.318559251136116,-0.448423035240947,overpredicted
laje do muriae,3302304,2018,14,2018-04-02,0,29.7655557,26.6088434286,0.259235640590271,0.978497577725951,0.327915542188422,-0.452703350627289,overpredicted
laje do muriae,3302304,2018,15,2018-04-09,0,44.9033333,27.5651491429,0.247188787804836,0.978497577725951,0.30963380372243,-0.444226624083183,overpredicted
laje do muriae,3302304,2018,16,2018-04-16,0,43.1244445,27.5816331429,0.24725576705154,0.978497577725951,0.309734628248442,-0.444274665882409,overpredicted
laje do muriae,3302304,2018,17,2018-04-23,0,35.3111101,26.4285714286,0.181834286607833,0.978497577725951,0.215624567277736,-0.391585549255858,overpredicted
laje do muriae,3302304,2018,18,2018-04-30,0,37.3638886,24.1734692857,0.205198887990463,0.978497577725951,0.248230761130486,-0.411857712892923,overpredicted
laje do muriae,3302304,2018,19,2018-05-07,0,30.5327778,24.7448978571,0.230150952473373,0.978497577725951,0.284284413945504,-0.431654478934971,overpredicted
laje do muriae,3302304,2018,20,2018-05-14,0,22.8044446,25.0510204286,0.173321822375215,0.978497577725951,0.204022413562451,-0.383719885560586,overpredicted
laje do muriae,3302304,2018,21,2018-05-21,0,19.6877776,23.3979592857,0.124649505894864,0.978497577725951,0.140528440777814,-0.332512860863287,overpredicted
laje do muriae,3302304,2018,22,2018-05-28,0,17.5711108,23.1836735714,0.108647001705491,0.978497577725951,0.120710568594462,-0.312712396577294,overpredicted
laje do muriae,3302304,2018,23,2018-06-04,0,15.3961108,25.0714282857,0.106441205926038,0.978497577725951,0.118019906350949,-0.309836197015691,overpredicted
laje do muriae,3302304,2018,24,2018-06-11,0,11.3627779,25.285714,0.0933164866411414,0.978497577725951,0.102215810336233,-0.291876642128236,overpredicted
laje do muriae,3302304,2018,25,2018-06-18,0,11.103889,24.7346937143,0.0874486158926001,0.978497577725951,0.0952639243773731,-0.283327484570322,overpredicted
laje do muriae,3302304,2018,26,2018-06-25,0,11.655,25.112245,0.0750253435022388,0.978497577725951,0.080777838240867,-0.26397444123518,overpredicted
laje do muriae,3302304,2018,27,2018-07-02,0,9.8777777,21.4795918571,0.0867428564149942,0.978497577725951,0.0944325260782743,-0.282275324672818,overpredicted
laje do muriae,3302304,2018,28,2018-07-09,0,7.3983333,19.9387754286,0.0701969990863802,0.978497577725951,0.0752329018754143,-0.25592613596189,overpredicted
laje do muriae,3302304,2018,29,2018-07-16,0,7.385,22.6632655714,0.0747627785747488,0.978497577725951,0.0804750799513215,-0.263544966070309,overpredicted
