model,term,mean,sd,0.025quant,0.5quant,0.975quant,mode,kld,relative_risk_mean,relative_risk_q025,relative_risk_q975,interpretation
S6,rainfall_lag_z,0.030903468816077,0.0317431289856556,-0.0316158350233996,0.0310020337350331,0.0928699642796532,0.031004635542326,2.45007642381985e-09,1.03138593817531,0.968878719864214,1.09731903531903,not clearly different from null
