term,mean,sd,0.025quant,0.5quant,0.975quant,mode,kld
(Intercept),-0.210835474969399,0.20697593899074,-0.623052919617951,-0.210753763488591,0.200944040177807,-0.210752591571633,1.63028397059638e-09
rainfall_lag_z,0.158625351996837,0.0248024962399938,0.109711593331014,0.15873745844437,0.206918173862037,0.158742784712292,6.27651030340971e-09
humidity_lag_z,-0.0442698407951238,0.0142337001321692,-0.0721890144425615,-0.0442670534226726,-0.0163665252230353,-0.0442670360371298,5.55992308823202e-11
temperature_lag_z,0.00981287260047677,0.0204556616063627,-0.030351146510238,0.00983121889751818,0.0498727540496259,0.00983140050879602,2.52703548611253e-10
idhm_z,0.515882574821157,0.0872395464460353,0.344688061013556,0.515782200052902,0.687649088410745,0.515782568444398,1.12278525666996e-08
log_cases_lag_z,0.941218377682084,0.0104563414682983,0.920715576162557,0.94121789030025,0.96172395293022,0.941217887502721,4.37226659161217e-11
