term,mean,sd,0.025quant,0.5quant,0.975quant,mode,kld
(Intercept),-0.0654464804977591,0.372785256908884,-0.805618536811748,-0.0653890446786787,0.674383224477986,-0.0653925888199894,1.56917897297033e-07
