model,term,mean,sd,0.025quant,0.5quant,0.975quant,mode,kld
S11,(Intercept),-0.173988252289498,0.166691056871633,-0.502247620831164,-0.173912902359764,0.154204988314404,-0.173890586376871,1.19723214031075e-06
S11,rainfall_lag_z,0.316592846954876,0.0480748424073099,0.221764042563548,0.316762965235283,0.410436029305737,0.31675816716749,4.21542070737874e-09
S11,humidity_lag_z,-0.0525470490167366,0.0161396714411121,-0.084212819072113,-0.0525411813432858,-0.0209147318845664,-0.0525411669436748,7.25860669368684e-11
S11,temperature_lag_z,0.0153042617168145,0.0237748477269628,-0.0313456293620813,0.0153140211000236,0.0618985356441867,0.0153140499264937,7.11769493700428e-11
S11,idhm_z,0.546165947468027,0.0946049488313365,0.360411040144243,0.546155002014336,0.731961658050639,0.546149321799201,4.2781458222741e-09
S11,log_cases_lag_z,0.919293943184808,0.0105735790314448,0.898562676195054,0.91929297844516,0.940030704091179,0.919292974002936,4.77942191862347e-11
S11,neighbor_log_cases_lag_z,0.258656219664702,0.0231996771954162,0.21317123462937,0.258653305386457,0.304157596293355,0.258653233773114,4.54927149685028e-11
