model,term,mean,sd,0.025quant,0.5quant,0.975quant,mode,kld,relative_risk_mean,relative_risk_q025,relative_risk_q975,interpretation
S11,rainfall_lag_z,0.315607488265286,0.048626986838406,0.219541581431283,0.315831634964181,0.410399833407408,0.315832626778465,6.15435845249248e-09,1.37109198030162,1.24550563678604,1.50742038166331,positive
