region,rainfall_effect_mean,rainfall_effect_q025,rainfall_effect_q975,rainfall_relative_risk,rainfall_relative_risk_q025,rainfall_relative_risk_q975
Campos dos Goytacazes,0.280707603673148,0.19684738372971,0.364567823616586,1.32406639517835,1.21755820733321,1.43989158652257
Macaé - Rio das Ostras - Cabo Frio,0.0284350508230717,-0.0641271960249672,0.120997297671111,1.02884318614631,0.937885696610979,1.12862186245576
Petrópolis,0.0926106055637714,0.00921526026839778,0.176005950859145,1.09703447296658,1.00925785150856,1.19244515470271
Rio de Janeiro,0.030903468816077,-0.0313130639958079,0.0931200016279618,1.03138593817531,0.969172112683021,1.0975934403652
Volta Redonda - Barra Mansa,0.131136922858517,0.0512251387215004,0.211048706995533,1.1401238796457,1.05255983858578,1.23497250539682
