region,temperature_effect_mean,temperature_effect_q025,temperature_effect_q975,temperature_relative_risk,temperature_relative_risk_q025,temperature_relative_risk_q975
Campos dos Goytacazes,0.129259397174328,0.0446948363474078,0.213823958001248,1.13798527604833,1.04570869892692,1.23840462437742
Macaé - Rio das Ostras - Cabo Frio,0.188224759456742,0.0997967124957355,0.276652806417749,1.20710479307987,1.10494627347242,1.3187084444362
Petrópolis,0.0615023747436613,-0.0334668749717155,0.156471624459038,1.06343302190663,0.967086945483255,1.16937758012684
Rio de Janeiro,-0.0108758508689906,-0.0640875066717344,0.0423358049337532,0.989183077372006,0.937922921426394,1.04324474666967
Volta Redonda - Barra Mansa,0.0784454422002187,-0.000661537799527601,0.157552422199965,1.0816043435993,0.999338680968359,1.17064212400872
