term,mean,sd,0.025quant,0.5quant,0.975quant,mode,kld
(Intercept),-0.186659886837065,0.195000150541173,-0.574353800376183,-0.186581945113772,0.200610669246966,-0.186581159507301,9.22585023676627e-10
rainfall_z,0.0802679043728349,0.0231421792345808,0.0348470268374076,0.0802807985664024,0.125615421690908,0.0802808747457912,8.43554298240169e-11
humidity_z,0.0355290959198506,0.0138160056264834,0.00842921112194502,0.0355318321809211,0.0626134174239913,0.0355318503823853,5.77043269209401e-11
temperature_z,0.170717260351017,0.0189470199831705,0.133534513392256,0.170727565017527,0.207841478250762,0.170727656655104,1.25915632677595e-10
idhm_z,0.518287509104499,0.0853231585465221,0.350867936913679,0.518185140475208,0.686289583654595,0.518185291130227,1.09923372827955e-08
log_cases_lag_z,0.961441511473093,0.0103296734696161,0.941187926767677,0.961440746805247,0.981699443437448,0.961440741138744,4.57256718722058e-11
