term,mean,sd,0.025quant,0.5quant,0.975quant,mode,kld
(Intercept),-0.133875731496998,0.394424606869314,-0.923833288239038,-0.133797176153888,0.655704364999862,-0.133792706704703,4.84205087747434e-08
rainfall_lag_z,0.242714474555754,0.0325028450500858,0.178789301749905,0.242815071163848,0.30608942221149,0.242821624762708,6.41594342519654e-09
humidity_lag_z,-0.00936675557005156,0.0175093261696452,-0.0437090809554767,-0.00936375570134425,0.0249585043682489,-0.00936373647495462,6.8517029503263e-11
temperature_lag_z,0.0910351510227448,0.0259827611001539,0.0400348885969259,0.0910559465313393,0.141917863066726,0.0910562904844734,3.84722975022468e-10
idhm_z,0.973251345683311,0.150937325151959,0.67669188469603,0.973211792477577,1.27003485384663,0.973211584579456,1.00743796517313e-08
